,Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
12728,112729,Business,Freshman,3.458,0.05,Ideation,Advanced,5,False,3.7,1,Allowed_With_Citation,3,3.37,58.33,Low
12729,112730,Humanities,Junior,3.816,3.1,Summarizing_Reading,Intermediate,5,False,11.18,1,Strict_Ban,3,3.902,87.69,High
12730,112731,STEM,Graduate,3.578,3.62,Debugging/Troubleshooting,Intermediate,1,False,6.26,4,Actively_Encouraged,3,3.891,66.02,Medium
12731,112732,Humanities,Senior,3.486,3.42,Debugging/Troubleshooting,Advanced,3,True,20.91,1,Actively_Encouraged,7,4.0,100.0,Low
12732,112733,Business,Junior,3.609,2.2,Copywriting/Drafting,Advanced,3,True,7.16,1,Strict_Ban,2,3.947,63.68,Medium
12733,112734,STEM,Sophomore,3.765,8.29,Debugging/Troubleshooting,Advanced,4,False,4.97,6,Allowed_With_Citation,7,3.952,100.0,Low
12734,112735,STEM,Junior,2.545,11.14,Debugging/Troubleshooting,Advanced,3,True,12.32,2,Strict_Ban,8,3.046,73.16,Low
12735,112736,Humanities,Junior,3.179,1.41,Copywriting/Drafting,Beginner,2,False,13.02,3,Actively_Encouraged,7,3.397,60.77,Medium
12736,112737,STEM,Senior,2.661,4.12,Copywriting/Drafting,Intermediate,3,False,1.0,3,Allowed_With_Citation,1,3.028,84.64,Low
12737,112738,Business,Junior,3.711,1.72,Debugging/Troubleshooting,Intermediate,3,True,4.23,3,Allowed_With_Citation,1,3.75,57.28,Low
12738,112739,Medical,Junior,2.817,7.16,Summarizing_Reading,Beginner,1,False,10.71,4,Allowed_With_Citation,3,2.949,69.61,Medium
12739,112740,Business,Graduate,3.391,9.31,Ideation,Beginner,2,True,6.71,4,Actively_Encouraged,7,3.634,77.65,Low
12740,112741,Business,Senior,2.46,0.39,Copywriting/Drafting,Intermediate,1,False,8.7,4,Allowed_With_Citation,5,2.565,72.78,Low
12741,112742,Business,Junior,3.336,0.72,Debugging/Troubleshooting,Intermediate,5,False,9.85,2,Actively_Encouraged,5,3.564,89.95,Medium
12742,112743,Humanities,Junior,3.77,6.61,Copywriting/Drafting,Beginner,1,True,17.16,5,Allowed_With_Citation,6,4.0,71.93,Medium
12743,112744,STEM,Senior,3.75,22.18,Summarizing_Reading,Advanced,3,True,12.1,7,Actively_Encouraged,6,4.0,68.46,High
12744,112745,Medical,Senior,3.348,1.7,Summarizing_Reading,Beginner,1,False,2.87,6,Allowed_With_Citation,6,3.386,83.16,Medium
12745,112746,STEM,Sophomore,3.343,6.36,Debugging/Troubleshooting,Intermediate,1,True,13.93,2,Strict_Ban,6,3.575,95.9,Low
12746,112747,STEM,Senior,2.489,1.85,Summarizing_Reading,Advanced,3,True,9.39,2,Allowed_With_Citation,1,2.909,88.49,Medium
12747,112748,Arts,Freshman,3.361,3.41,Summarizing_Reading,Intermediate,1,True,8.63,2,Strict_Ban,3,3.281,84.27,Medium
12748,112749,STEM,Junior,3.287,22.22,Ideation,Intermediate,1,True,29.75,8,Actively_Encouraged,3,3.718,70.49,High
12749,112750,Humanities,Graduate,3.36,2.8,Copywriting/Drafting,Advanced,4,False,16.34,2,Actively_Encouraged,2,3.497,87.73,Medium
12750,112751,STEM,Sophomore,2.755,4.31,Debugging/Troubleshooting,Advanced,4,True,8.56,2,Allowed_With_Citation,4,3.103,80.56,Low
12751,112752,STEM,Freshman,3.587,3.81,Copywriting/Drafting,Advanced,3,False,12.25,3,Allowed_With_Citation,3,3.696,74.41,Low
12752,112753,STEM,Freshman,3.019,3.37,Summarizing_Reading,Intermediate,3,False,22.65,3,Actively_Encouraged,6,3.489,59.49,Low
12753,112754,STEM,Sophomore,3.053,14.09,Debugging/Troubleshooting,Intermediate,4,False,15.12,4,Allowed_With_Citation,2,3.342,94.4,High
12754,112755,Business,Sophomore,2.979,20.91,Ideation,Beginner,2,True,6.96,5,Allowed_With_Citation,1,3.287,82.56,Medium
12755,112756,Arts,Junior,2.36,6.14,Debugging/Troubleshooting,Beginner,3,True,16.14,3,Allowed_With_Citation,6,2.592,84.97,Medium
12756,112757,Humanities,Senior,3.65,30.39,Copywriting/Drafting,Beginner,3,True,14.26,5,Allowed_With_Citation,3,3.973,80.32,Medium
12757,112758,Medical,Graduate,3.311,3.03,Ideation,Intermediate,3,False,10.89,2,Actively_Encouraged,8,3.453,83.9,Low
12758,112759,STEM,Freshman,2.724,7.39,Copywriting/Drafting,Beginner,1,True,1.08,6,Strict_Ban,3,2.614,66.69,Medium
12759,112760,Humanities,Senior,3.863,1.65,Copywriting/Drafting,Advanced,4,False,9.88,2,Allowed_With_Citation,4,4.0,75.25,Medium
12760,112761,STEM,Freshman,2.788,15.51,Summarizing_Reading,Beginner,3,True,8.38,4,Actively_Encouraged,5,3.058,77.67,Low
12761,112762,Business,Sophomore,1.71,16.17,Copywriting/Drafting,Intermediate,3,True,2.55,6,Actively_Encouraged,6,1.8,69.64,High
12762,112763,Humanities,Graduate,3.904,0.56,Debugging/Troubleshooting,Advanced,4,True,11.07,4,Allowed_With_Citation,2,4.0,100.0,Low
12763,112764,Business,Freshman,1.887,0.61,Ideation,Advanced,5,False,13.84,1,Allowed_With_Citation,4,1.762,72.11,Low
12764,112765,Arts,Freshman,2.573,3.36,Ideation,Intermediate,3,False,11.96,2,Actively_Encouraged,5,2.693,79.31,Low
12765,112766,Business,Sophomore,2.606,0.67,Summarizing_Reading,Intermediate,1,True,19.57,2,Allowed_With_Citation,2,2.543,86.46,Medium
12766,112767,Business,Graduate,3.354,12.75,Debugging/Troubleshooting,Beginner,3,True,16.96,4,Allowed_With_Citation,2,3.777,75.03,High
12767,112768,Medical,Freshman,3.157,4.36,Summarizing_Reading,Beginner,3,True,14.11,2,Actively_Encouraged,6,3.3,41.33,Medium
12768,112769,STEM,Sophomore,2.569,5.13,Copywriting/Drafting,Beginner,1,False,4.08,2,Allowed_With_Citation,7,2.426,43.59,Medium
12769,112770,Humanities,Junior,3.441,2.61,Copywriting/Drafting,Beginner,3,False,6.64,5,Strict_Ban,6,3.78,58.19,Medium
12770,112771,Business,Sophomore,3.248,6.48,Summarizing_Reading,Intermediate,4,False,11.51,2,Allowed_With_Citation,5,3.512,77.03,Low
12771,112772,Business,Freshman,2.953,15.42,Ideation,Beginner,3,False,3.42,5,Allowed_With_Citation,7,3.11,77.25,Low
12772,112773,STEM,Freshman,2.818,11.06,Debugging/Troubleshooting,Beginner,2,True,8.7,5,Actively_Encouraged,7,2.871,59.89,Medium
12773,112774,Humanities,Junior,3.431,17.36,Copywriting/Drafting,Beginner,2,True,6.29,3,Allowed_With_Citation,1,3.731,72.52,Low
12774,112775,Humanities,Junior,3.013,6.84,Copywriting/Drafting,Intermediate,3,False,7.01,1,Allowed_With_Citation,5,3.393,77.96,Low
12775,112776,Humanities,Senior,2.999,22.7,Copywriting/Drafting,Advanced,5,False,8.64,7,Actively_Encouraged,5,3.041,79.95,High
12776,112777,STEM,Freshman,2.829,21.48,Debugging/Troubleshooting,Advanced,4,False,11.99,7,Allowed_With_Citation,7,3.02,97.19,Medium
12777,112778,Medical,Junior,2.903,2.28,Direct_Answer_Generation,Beginner,3,False,17.9,2,Actively_Encouraged,5,3.009,70.25,Medium
12778,112779,Arts,Junior,2.569,7.44,Direct_Answer_Generation,Beginner,1,True,9.36,4,Allowed_With_Citation,2,2.81,91.46,Medium
12779,112780,Humanities,Sophomore,3.793,0.52,Copywriting/Drafting,Beginner,3,True,16.4,1,Allowed_With_Citation,3,4.0,80.2,Low
12780,112781,Business,Junior,3.234,18.96,Summarizing_Reading,Advanced,5,True,8.52,4,Strict_Ban,9,3.716,79.93,High
12781,112782,Medical,Senior,3.581,14.94,Summarizing_Reading,Beginner,3,False,4.07,4,Allowed_With_Citation,8,3.975,70.23,High
12782,112783,STEM,Graduate,3.461,4.22,Direct_Answer_Generation,Intermediate,5,False,13.08,2,Strict_Ban,4,3.925,100.0,High
12783,112784,STEM,Junior,3.02,1.41,Copywriting/Drafting,Beginner,1,True,11.36,4,Allowed_With_Citation,6,3.195,79.52,Medium
12784,112785,Business,Graduate,3.822,20.31,Debugging/Troubleshooting,Beginner,3,False,10.0,5,Actively_Encouraged,4,4.0,87.81,High
12785,112786,Arts,Senior,3.866,0.82,Copywriting/Drafting,Beginner,1,False,16.08,3,Allowed_With_Citation,1,4.0,54.15,Low
12786,112787,STEM,Graduate,3.21,0.59,Summarizing_Reading,Intermediate,3,True,6.66,2,Allowed_With_Citation,3,3.5,52.74,Low
12787,112788,Medical,Senior,2.167,9.61,Summarizing_Reading,Intermediate,2,False,3.81,2,Allowed_With_Citation,5,2.519,72.78,High
12788,112789,Humanities,Freshman,3.002,14.08,Debugging/Troubleshooting,Beginner,2,True,13.01,3,Actively_Encouraged,4,3.034,73.74,Medium
12789,112790,Humanities,Sophomore,3.153,6.54,Ideation,Intermediate,2,True,18.25,2,Allowed_With_Citation,4,3.617,55.27,Medium
12790,112791,STEM,Senior,3.55,8.36,Copywriting/Drafting,Beginner,3,False,9.51,3,Actively_Encouraged,4,3.5,67.47,Medium
12791,112792,STEM,Junior,3.363,6.98,Ideation,Advanced,5,False,9.92,1,Allowed_With_Citation,1,3.536,83.18,Medium
12792,112793,Arts,Sophomore,2.314,6.75,Debugging/Troubleshooting,Advanced,4,False,11.99,5,Strict_Ban,4,2.407,80.65,High
12793,112794,Medical,Senior,2.355,3.23,Summarizing_Reading,Intermediate,2,True,15.79,1,Strict_Ban,5,2.375,90.22,Medium
12794,112795,Humanities,Graduate,3.395,9.3,Copywriting/Drafting,Beginner,2,False,9.88,3,Actively_Encouraged,4,3.494,80.3,High
12795,112796,Medical,Sophomore,2.985,9.99,Summarizing_Reading,Advanced,4,False,8.53,4,Strict_Ban,1,3.264,82.17,High
12796,112797,Arts,Junior,3.41,2.99,Ideation,Intermediate,4,False,12.09,1,Actively_Encouraged,4,3.781,68.8,Low
12797,112798,Humanities,Junior,3.517,11.92,Ideation,Beginner,2,True,9.43,5,Allowed_With_Citation,7,3.871,68.17,Medium
12798,112799,Business,Freshman,3.269,0.24,Ideation,Advanced,4,False,8.95,3,Allowed_With_Citation,4,3.578,82.45,Low
12799,112800,Humanities,Freshman,3.618,3.47,Copywriting/Drafting,Intermediate,1,False,14.08,2,Strict_Ban,4,3.607,61.83,Low
12800,112801,Business,Graduate,2.085,20.15,Ideation,Intermediate,2,True,7.04,7,Actively_Encouraged,6,2.059,88.38,High
12801,112802,STEM,Graduate,3.335,11.02,Debugging/Troubleshooting,Beginner,3,False,12.77,4,Allowed_With_Citation,4,3.708,63.98,High
12802,112803,Business,Graduate,2.239,2.94,Ideation,Beginner,1,True,7.27,3,Allowed_With_Citation,6,2.576,72.95,High
12803,112804,STEM,Sophomore,2.966,40.0,Ideation,Advanced,3,True,1.79,9,Strict_Ban,10,2.922,65.85,High
12804,112805,Arts,Sophomore,2.997,4.49,Debugging/Troubleshooting,Advanced,3,False,6.33,3,Actively_Encouraged,5,3.264,100.0,Low
12805,112806,Arts,Graduate,3.513,2.42,Ideation,Beginner,2,False,4.57,4,Allowed_With_Citation,6,3.711,66.52,Medium
12806,112807,STEM,Graduate,2.342,3.06,Summarizing_Reading,Advanced,4,False,14.61,4,Strict_Ban,6,2.635,75.32,High
12807,112808,Humanities,Senior,2.389,1.31,Direct_Answer_Generation,Advanced,5,True,17.14,4,Strict_Ban,2,2.852,88.16,Medium
12808,112809,Humanities,Sophomore,2.883,15.41,Copywriting/Drafting,Intermediate,2,True,7.93,3,Allowed_With_Citation,5,3.02,71.65,Medium
12809,112810,Business,Junior,3.314,2.14,Ideation,Advanced,5,True,14.88,3,Allowed_With_Citation,5,3.608,79.16,Medium
12810,112811,STEM,Senior,3.486,12.74,Debugging/Troubleshooting,Advanced,3,False,12.88,3,Actively_Encouraged,6,3.792,99.79,Medium
12811,112812,Business,Junior,3.483,16.9,Debugging/Troubleshooting,Intermediate,4,True,10.54,3,Actively_Encouraged,2,3.856,73.03,Medium
12812,112813,STEM,Junior,3.625,9.71,Debugging/Troubleshooting,Advanced,5,True,13.22,2,Actively_Encouraged,5,4.0,100.0,Medium
12813,112814,STEM,Senior,2.788,17.8,Debugging/Troubleshooting,Beginner,2,True,10.65,7,Allowed_With_Citation,3,3.286,90.27,Medium
12814,112815,STEM,Senior,2.379,12.19,Copywriting/Drafting,Beginner,1,True,10.86,3,Allowed_With_Citation,3,2.742,58.9,High
12815,112816,STEM,Sophomore,2.976,8.66,Copywriting/Drafting,Advanced,3,True,14.91,6,Allowed_With_Citation,8,3.419,91.5,Low
12816,112817,Arts,Sophomore,1.697,17.59,Ideation,Intermediate,3,False,11.26,5,Actively_Encouraged,4,2.021,64.72,High
12817,112818,Medical,Senior,3.45,9.53,Summarizing_Reading,Advanced,4,False,1.0,5,Strict_Ban,6,3.333,77.78,High
12818,112819,Humanities,Sophomore,3.197,4.96,Copywriting/Drafting,Intermediate,5,False,22.9,5,Allowed_With_Citation,5,3.318,88.24,Medium
12819,112820,Business,Graduate,2.722,16.91,Ideation,Beginner,1,True,11.86,6,Strict_Ban,7,3.075,42.48,Medium
12820,112821,STEM,Senior,3.57,0.09,Debugging/Troubleshooting,Intermediate,3,False,12.77,4,Actively_Encouraged,4,3.847,90.78,Low
12821,112822,Business,Graduate,3.535,22.28,Ideation,Intermediate,1,True,11.25,5,Actively_Encouraged,4,3.887,91.88,High
12822,112823,STEM,Sophomore,3.853,24.59,Debugging/Troubleshooting,Advanced,4,True,8.13,7,Allowed_With_Citation,6,4.0,80.64,Medium
12823,112824,Business,Freshman,3.481,17.18,Ideation,Advanced,3,False,18.78,4,Actively_Encouraged,3,3.769,96.28,Medium
12824,112825,Medical,Freshman,3.755,1.47,Summarizing_Reading,Beginner,2,False,7.44,3,Allowed_With_Citation,2,3.759,67.82,Low
12825,112826,STEM,Junior,2.83,2.03,Copywriting/Drafting,Intermediate,2,False,2.84,1,Strict_Ban,4,2.924,68.48,Low
12826,112827,Arts,Sophomore,3.378,5.49,Copywriting/Drafting,Intermediate,1,False,12.32,3,Allowed_With_Citation,4,3.44,76.96,Medium
12827,112828,STEM,Sophomore,2.443,3.97,Debugging/Troubleshooting,Intermediate,3,True,13.55,3,Allowed_With_Citation,3,2.506,59.64,High
12828,112829,Humanities,Sophomore,3.379,4.22,Copywriting/Drafting,Beginner,2,False,11.25,2,Actively_Encouraged,3,3.495,61.77,Medium
12829,112830,STEM,Junior,2.889,1.15,Summarizing_Reading,Advanced,3,False,13.4,1,Actively_Encouraged,1,3.256,69.75,Low
12830,112831,Humanities,Junior,2.958,3.15,Summarizing_Reading,Intermediate,2,False,15.84,3,Allowed_With_Citation,4,3.259,66.77,Medium
12831,112832,STEM,Junior,3.294,3.1,Summarizing_Reading,Beginner,2,True,9.1,6,Allowed_With_Citation,9,3.918,75.87,Medium
12832,112833,Humanities,Freshman,2.782,7.67,Copywriting/Drafting,Intermediate,4,True,9.82,2,Allowed_With_Citation,5,2.874,57.07,Low
12833,112834,Humanities,Graduate,3.531,14.92,Debugging/Troubleshooting,Beginner,2,True,14.16,4,Allowed_With_Citation,3,4.0,84.82,Low
12834,112835,Humanities,Junior,2.697,1.9,Copywriting/Drafting,Beginner,3,True,16.03,1,Allowed_With_Citation,2,3.11,63.2,Low
12835,112836,Business,Freshman,3.028,6.87,Summarizing_Reading,Advanced,4,True,10.09,6,Actively_Encouraged,7,3.189,58.37,Medium
12836,112837,Medical,Freshman,2.725,3.15,Summarizing_Reading,Advanced,4,False,13.25,3,Allowed_With_Citation,6,3.079,74.3,Medium
12837,112838,Humanities,Freshman,3.36,0.22,Copywriting/Drafting,Advanced,3,False,18.07,2,Strict_Ban,2,3.611,76.51,Low
12838,112839,STEM,Sophomore,3.584,1.07,Debugging/Troubleshooting,Advanced,5,True,17.28,3,Strict_Ban,6,3.985,82.67,Low
12839,112840,STEM,Junior,3.563,4.25,Ideation,Beginner,1,False,15.38,3,Allowed_With_Citation,3,3.946,75.27,Medium
12840,112841,Arts,Graduate,2.804,2.25,Copywriting/Drafting,Beginner,2,False,22.3,3,Actively_Encouraged,1,3.055,43.41,Medium
12841,112842,Business,Sophomore,3.145,4.03,Ideation,Intermediate,3,False,16.08,1,Allowed_With_Citation,7,3.416,72.4,Low
12842,112843,Humanities,Senior,2.609,6.77,Debugging/Troubleshooting,Advanced,5,False,18.32,3,Allowed_With_Citation,6,3.245,94.86,High
12843,112844,STEM,Graduate,3.197,40.0,Summarizing_Reading,Beginner,1,True,1.0,9,Strict_Ban,10,3.49,70.41,High
12844,112845,Humanities,Sophomore,1.539,3.6,Copywriting/Drafting,Advanced,3,True,9.71,4,Allowed_With_Citation,4,1.615,73.4,Medium
12845,112846,STEM,Sophomore,3.097,3.52,Debugging/Troubleshooting,Intermediate,3,False,10.07,2,Actively_Encouraged,1,3.151,83.2,Medium
12846,112847,Medical,Junior,3.747,16.71,Ideation,Intermediate,2,True,15.52,5,Strict_Ban,8,3.892,92.86,High
12847,112848,Medical,Graduate,3.133,1.33,Direct_Answer_Generation,Beginner,2,False,18.22,1,Actively_Encouraged,1,3.351,55.37,Low
12848,112849,STEM,Freshman,3.356,1.01,Direct_Answer_Generation,Beginner,1,False,11.71,2,Strict_Ban,6,3.218,77.56,Low
12849,112850,Business,Junior,3.305,10.85,Copywriting/Drafting,Intermediate,3,True,10.44,3,Actively_Encouraged,3,3.518,68.6,Low
12850,112851,STEM,Senior,2.633,0.27,Ideation,Advanced,4,False,22.16,1,Actively_Encouraged,4,2.845,100.0,Low
12851,112852,Humanities,Junior,2.3,0.53,Copywriting/Drafting,Beginner,2,False,9.15,1,Strict_Ban,1,2.155,68.95,Low
12852,112853,Medical,Junior,3.642,23.3,Summarizing_Reading,Beginner,2,False,9.34,6,Actively_Encouraged,3,4.0,67.5,High
12853,112854,Business,Junior,3.191,4.99,Ideation,Intermediate,4,False,19.84,5,Actively_Encouraged,8,3.486,83.78,Medium
12854,112855,Humanities,Junior,2.861,0.1,Copywriting/Drafting,Beginner,1,False,16.83,1,Actively_Encouraged,1,3.153,68.51,Low
12855,112856,STEM,Senior,2.993,5.55,Debugging/Troubleshooting,Advanced,4,False,4.94,5,Allowed_With_Citation,4,3.131,100.0,Low
12856,112857,Arts,Sophomore,2.622,3.32,Copywriting/Drafting,Beginner,3,True,11.01,3,Allowed_With_Citation,2,2.922,62.72,Medium
12857,112858,Business,Junior,3.268,6.98,Copywriting/Drafting,Beginner,2,False,11.44,1,Strict_Ban,3,3.651,60.2,Medium
12858,112859,Humanities,Sophomore,2.673,0.23,Ideation,Beginner,1,True,9.32,3,Allowed_With_Citation,4,2.813,72.63,Low
12859,112860,STEM,Graduate,3.676,24.5,Direct_Answer_Generation,Beginner,2,True,4.19,4,Allowed_With_Citation,1,3.579,68.77,High
12860,112861,Humanities,Freshman,2.182,6.94,Copywriting/Drafting,Beginner,2,False,11.76,2,Allowed_With_Citation,2,2.245,59.86,Medium
12861,112862,Medical,Freshman,2.813,8.53,Summarizing_Reading,Beginner,1,True,11.28,4,Allowed_With_Citation,5,2.917,73.97,Medium
12862,112863,Business,Sophomore,3.42,25.13,Ideation,Advanced,4,True,3.88,7,Strict_Ban,10,3.385,51.01,Medium
12863,112864,Humanities,Graduate,3.098,2.99,Direct_Answer_Generation,Intermediate,4,False,1.0,3,Actively_Encouraged,3,3.487,54.63,Medium
12864,112865,Business,Senior,3.195,8.35,Copywriting/Drafting,Intermediate,2,False,2.44,4,Strict_Ban,3,3.135,63.58,High
12865,112866,Arts,Junior,3.139,13.15,Summarizing_Reading,Advanced,5,False,14.41,4,Strict_Ban,7,3.353,94.24,High
12866,112867,Humanities,Graduate,3.278,3.62,Summarizing_Reading,Intermediate,2,True,8.07,4,Actively_Encouraged,5,3.816,59.59,High
12867,112868,STEM,Graduate,3.744,0.24,Debugging/Troubleshooting,Advanced,3,False,9.14,1,Actively_Encouraged,4,3.854,66.27,Medium
12868,112869,Business,Sophomore,3.111,4.5,Summarizing_Reading,Beginner,1,True,7.48,2,Actively_Encouraged,1,3.316,86.89,Medium
12869,112870,Business,Junior,2.768,2.13,Summarizing_Reading,Advanced,3,True,2.45,4,Allowed_With_Citation,1,2.977,94.97,Medium
12870,112871,Business,Graduate,3.28,4.92,Direct_Answer_Generation,Beginner,2,True,21.73,2,Allowed_With_Citation,3,3.773,50.63,Medium
12871,112872,Medical,Sophomore,1.935,1.55,Summarizing_Reading,Advanced,3,False,1.3,1,Allowed_With_Citation,1,1.915,56.45,Low
12872,112873,Humanities,Sophomore,2.573,8.75,Debugging/Troubleshooting,Beginner,2,False,2.99,3,Allowed_With_Citation,9,2.487,66.09,High
12873,112874,STEM,Senior,3.593,13.21,Ideation,Intermediate,3,False,12.89,3,Allowed_With_Citation,6,3.603,89.01,Medium
12874,112875,Medical,Senior,3.179,1.98,Summarizing_Reading,Intermediate,1,True,18.05,5,Actively_Encouraged,4,3.51,73.5,Medium
12875,112876,Humanities,Freshman,3.063,8.04,Summarizing_Reading,Intermediate,4,False,9.68,3,Allowed_With_Citation,6,3.208,67.05,Medium
12876,112877,Business,Freshman,2.566,9.33,Ideation,Beginner,2,True,9.67,3,Allowed_With_Citation,7,2.819,82.82,Medium
12877,112878,Business,Senior,3.561,11.93,Copywriting/Drafting,Beginner,2,False,10.25,5,Actively_Encouraged,3,3.848,69.8,Low
12878,112879,Business,Freshman,3.106,12.58,Ideation,Beginner,3,False,8.24,2,Allowed_With_Citation,3,3.344,69.08,Low
12879,112880,STEM,Graduate,3.753,7.32,Copywriting/Drafting,Advanced,4,True,8.04,3,Allowed_With_Citation,5,3.917,74.23,High
12880,112881,Arts,Sophomore,3.551,6.89,Debugging/Troubleshooting,Intermediate,4,False,15.62,3,Allowed_With_Citation,2,3.83,73.46,Low
12881,112882,Arts,Junior,1.934,3.62,Copywriting/Drafting,Intermediate,3,True,6.41,4,Allowed_With_Citation,2,1.824,85.52,High
12882,112883,Business,Junior,2.379,8.14,Debugging/Troubleshooting,Advanced,3,False,6.62,3,Allowed_With_Citation,7,2.822,100.0,Medium
12883,112884,Humanities,Sophomore,3.475,17.48,Copywriting/Drafting,Advanced,3,False,15.64,6,Allowed_With_Citation,8,4.0,80.0,High
12884,112885,STEM,Freshman,2.943,19.98,Summarizing_Reading,Intermediate,3,False,11.8,6,Strict_Ban,3,3.238,50.63,High
12885,112886,STEM,Freshman,3.272,0.5,Copywriting/Drafting,Intermediate,1,False,3.25,1,Allowed_With_Citation,4,3.449,73.81,Medium
12886,112887,Humanities,Junior,3.732,0.84,Summarizing_Reading,Advanced,3,True,10.87,5,Actively_Encouraged,3,4.0,47.57,Medium
12887,112888,Humanities,Junior,2.344,5.03,Copywriting/Drafting,Beginner,2,False,16.97,3,Strict_Ban,3,2.89,66.92,Medium
12888,112889,Medical,Sophomore,3.911,0.41,Summarizing_Reading,Beginner,1,False,4.42,1,Allowed_With_Citation,3,3.926,55.84,Low
12889,112890,Arts,Freshman,2.294,2.68,Debugging/Troubleshooting,Intermediate,4,True,11.85,3,Strict_Ban,4,2.073,65.18,Medium
12890,112891,Business,Sophomore,3.178,6.39,Copywriting/Drafting,Intermediate,4,False,8.33,3,Actively_Encouraged,6,3.442,96.04,High
12891,112892,Business,Junior,2.661,2.96,Direct_Answer_Generation,Advanced,3,False,9.37,1,Allowed_With_Citation,4,2.878,77.17,Medium
12892,112893,STEM,Freshman,3.651,7.14,Debugging/Troubleshooting,Advanced,5,True,3.42,1,Allowed_With_Citation,1,4.0,90.43,Medium
12893,112894,Medical,Freshman,2.869,5.06,Ideation,Advanced,4,True,17.64,1,Allowed_With_Citation,6,2.946,83.76,Low
12894,112895,Humanities,Junior,2.912,3.65,Copywriting/Drafting,Beginner,3,False,10.31,4,Allowed_With_Citation,7,2.921,89.83,Low
12895,112896,STEM,Junior,3.707,12.5,Direct_Answer_Generation,Intermediate,3,False,11.8,5,Actively_Encouraged,2,3.94,77.15,Medium
12896,112897,Humanities,Sophomore,3.612,2.79,Copywriting/Drafting,Beginner,2,True,21.07,1,Allowed_With_Citation,4,3.689,80.01,Low
12897,112898,Medical,Sophomore,2.266,1.31,Ideation,Beginner,3,False,20.14,2,Allowed_With_Citation,2,2.391,74.43,Low
12898,112899,Medical,Senior,3.811,16.33,Debugging/Troubleshooting,Beginner,2,True,7.9,5,Allowed_With_Citation,3,4.0,64.77,High
12899,112900,STEM,Graduate,3.6,0.68,Ideation,Beginner,1,False,9.07,4,Actively_Encouraged,3,3.918,80.68,Medium
12900,112901,Medical,Sophomore,2.844,6.07,Debugging/Troubleshooting,Beginner,2,True,14.17,6,Allowed_With_Citation,4,3.188,76.64,Medium
12901,112902,STEM,Sophomore,3.71,4.06,Debugging/Troubleshooting,Advanced,3,True,12.51,1,Allowed_With_Citation,4,4.0,89.85,Low
12902,112903,STEM,Senior,3.769,21.0,Ideation,Intermediate,1,True,14.68,6,Actively_Encouraged,5,4.0,88.17,Medium
12903,112904,Arts,Graduate,3.847,0.32,Copywriting/Drafting,Beginner,1,True,3.28,2,Actively_Encouraged,5,3.991,69.14,High
12904,112905,Arts,Sophomore,2.928,22.24,Summarizing_Reading,Beginner,3,False,12.6,8,Strict_Ban,9,2.941,67.73,High
12905,112906,Business,Senior,3.212,0.71,Summarizing_Reading,Beginner,2,True,11.37,4,Actively_Encouraged,7,3.285,76.87,Medium
12906,112907,Business,Junior,3.088,6.9,Ideation,Intermediate,3,False,17.6,4,Strict_Ban,4,3.563,93.2,High
12907,112908,Arts,Sophomore,3.861,2.72,Copywriting/Drafting,Beginner,2,False,16.83,4,Allowed_With_Citation,5,3.991,100.0,Low
12908,112909,Arts,Senior,3.08,5.3,Copywriting/Drafting,Intermediate,3,True,7.02,6,Strict_Ban,5,3.299,90.28,High
12909,112910,Medical,Junior,2.508,1.19,Copywriting/Drafting,Beginner,3,True,14.59,1,Allowed_With_Citation,6,2.895,59.82,Low
12910,112911,Business,Sophomore,2.622,8.61,Summarizing_Reading,Beginner,1,False,6.27,2,Allowed_With_Citation,1,2.332,52.83,Medium
12911,112912,Medical,Freshman,3.144,38.0,Summarizing_Reading,Intermediate,3,True,1.0,9,Allowed_With_Citation,8,3.284,59.24,High
12912,112913,Medical,Graduate,3.757,5.93,Summarizing_Reading,Beginner,3,True,13.24,3,Allowed_With_Citation,2,4.0,72.34,Low
12913,112914,STEM,Graduate,2.343,10.1,Direct_Answer_Generation,Intermediate,2,True,6.81,4,Actively_Encouraged,5,2.652,71.49,Medium
12914,112915,Arts,Freshman,3.19,6.25,Ideation,Advanced,3,True,13.08,3,Allowed_With_Citation,4,3.548,96.07,Low
12915,112916,Humanities,Senior,3.195,3.49,Copywriting/Drafting,Intermediate,2,True,3.43,6,Allowed_With_Citation,3,3.195,72.42,Medium
12916,112917,Humanities,Freshman,3.0,0.56,Debugging/Troubleshooting,Intermediate,3,False,7.21,1,Allowed_With_Citation,1,2.917,67.16,Low
12917,112918,Business,Senior,2.794,6.12,Summarizing_Reading,Beginner,1,True,11.96,2,Strict_Ban,2,2.878,73.06,Medium
12918,112919,STEM,Graduate,3.192,8.21,Debugging/Troubleshooting,Intermediate,1,False,13.19,6,Allowed_With_Citation,4,3.554,78.28,Medium
12919,112920,Business,Sophomore,3.1,4.18,Summarizing_Reading,Intermediate,1,False,1.0,3,Allowed_With_Citation,6,2.915,63.43,Low
12920,112921,Medical,Sophomore,2.511,10.58,Summarizing_Reading,Intermediate,5,False,10.09,2,Allowed_With_Citation,1,2.43,89.57,High
